iter	MultiClass
678	0.169272146
679	0.1690662856
680	0.169001029
681	0.1687420519
682	0.1685530318
683	0.1682708424
684	0.1681106266
685	0.168064825
686	0.1679654038
687	0.1674756843
688	0.166876558
689	0.1666287994
690	0.1665511789
691	0.1659986338
692	0.165707161
693	0.1655923404
694	0.1653052519
695	0.165004544
696	0.1647956559
697	0.1646153245
698	0.1644956409
699	0.1639572709
700	0.163917154
701	0.1634007458
702	0.1631234097
703	0.1630931837
704	0.1628811664
705	0.1626858257
706	0.1624907779
707	0.1623853573
708	0.1622466991
709	0.1622245969
710	0.1621540206
711	0.1617800484
712	0.1616295699
713	0.1612231713
714	0.1609793176
715	0.1607000356
716	0.1603853962
717	0.1600589521
718	0.1600452875
719	0.1597301424
720	0.1594944397
721	0.1587138078
722	0.1585192803
723	0.1584751983
724	0.1583763075
725	0.1582466248
726	0.1578916283
727	0.15781651
728	0.1576636738
729	0.1574083731
730	0.1572759315
731	0.1568613312
732	0.1568090518
733	0.1566798645
734	0.1565941258
735	0.1561922922
736	0.1558078098
737	0.1554651882
738	0.1550970469
739	0.1550184267
740	0.1549941982
741	0.1548029137
742	0.1544361637
743	0.1540655161
744	0.1538034583
745	0.1535525619
746	0.153115236
747	0.152623713
748	0.1522227192
749	0.1519771017
750	0.1517197691
751	0.1516921942
752	0.1515966492
753	0.1513422935
754	0.1510268977
755	0.150903219
756	0.1506395246
757	0.1503997265
758	0.1503838752
759	0.1499107931
760	0.149632933
761	0.1495342255
762	0.1494090048
763	0.1492760652
764	0.1490595225
765	0.1488668357
766	0.1483641412
767	0.1480548798
768	0.1476232523
769	0.1475112357
770	0.1474620811
771	0.147411381
772	0.1473489837
773	0.1472786717
774	0.1470445751
775	0.1468469427
776	0.1466727273
777	0.1465349883
778	0.1463143539
779	0.1462107101
780	0.1460486439
781	0.1459064358
782	0.1455908269
783	0.1453890692
784	0.1452511321
785	0.144867382
786	0.1443475056
787	0.1440187927
788	0.1437081608
789	0.1432798903
790	0.1430264545
791	0.1427687749
792	0.1426192355
793	0.1424361865
794	0.1422978789
795	0.1419166206
796	0.1418856952
797	0.1415139923
798	0.1412010295
799	0.1410432388
800	0.1409669426
801	0.1407627514
802	0.1406354127
803	0.1404842653
804	0.1401114391
805	0.1398192565
806	0.1396356719
807	0.1393204431
808	0.1390227194
809	0.1387730942
810	0.1386314489
811	0.1383390947
812	0.1382080315
813	0.1379019101
814	0.1376246785
815	0.1375952582
816	0.1374498566
817	0.1373008193
818	0.1370935382
819	0.1369145737
820	0.1364520108
821	0.1360472103
822	0.1359510859
823	0.1355543633
824	0.1354447427
825	0.1352048484
826	0.1349178679
827	0.1348156018
828	0.1347888471
829	0.1346613967
830	0.1345034347
831	0.1342953833
832	0.1342023832
833	0.1341339105
834	0.1339319071
835	0.1338013501
836	0.1335219917
837	0.1334714418
838	0.1333738788
839	0.1332832449
840	0.1331721446
841	0.1330874942
842	0.1330442348
843	0.1327738348
844	0.1325205931
845	0.1322999172
846	0.1322039668
847	0.1319071615
848	0.1316811012
849	0.1315304173
850	0.1313860125
851	0.1312588879
852	0.1309117281
853	0.1308452185
854	0.1307623043
855	0.1304717385
856	0.1303893174
857	0.1302256692
858	0.1302002183
859	0.1301760403
860	0.129976485
861	0.1298426447
862	0.1296797434
863	0.1294606709
864	0.1293701002
865	0.1293179844
866	0.1292548745
867	0.1290405677
868	0.1288864756
869	0.128859961
870	0.1287574894
871	0.1286893448
872	0.1285367272
873	0.1284878332
874	0.1282833798
875	0.1282390538
876	0.1280869799
877	0.1279017726
878	0.1277107601
879	0.1275787839
880	0.1274534322
881	0.1273817569
882	0.1273299651
883	0.1272129076
884	0.1270930496
885	0.1270133769
886	0.1268697046
887	0.1268056464
888	0.1266663566
889	0.1266162053
890	0.1265383447
891	0.1264544897
892	0.1262276745
893	0.1260752578
894	0.1260001092
895	0.1258804063
896	0.1258275836
897	0.1257639622
898	0.1256386481
899	0.1256087535
900	0.1254930242
901	0.125394404
902	0.1251579949
903	0.1251065843
904	0.1250559305
905	0.1250033915
906	0.1247382804
907	0.1244915965
908	0.1243431227
909	0.1241504141
910	0.1240018534
911	0.12377236
912	0.1237411064
913	0.1236727484
914	0.1234772703
915	0.123176099
916	0.1229473361
917	0.1227946728
918	0.1227720277
919	0.1227312651
920	0.1226666588
921	0.1225948978
922	0.122503564
923	0.1221948532
924	0.1220293664
925	0.1219430894
926	0.1219092307
927	0.1217740284
928	0.1215212734
929	0.1212422398
930	0.1209973989
931	0.1209312673
932	0.1207477242
933	0.1205302085
934	0.1201272477
935	0.1200976173
936	0.1199442662
937	0.1198486129
938	0.1196824011
939	0.1195938149
940	0.1193381755
941	0.1192071169
942	0.1191115916
943	0.1186914321
944	0.1183320368
945	0.1182268728
946	0.1180426971
947	0.1179951937
948	0.1176802386
949	0.1174881146
950	0.1174450069
951	0.1173093734
952	0.1172137367
953	0.1170954407
954	0.1170507435
955	0.1167107475
956	0.1166753013
957	0.1164979768
958	0.1164588823
959	0.1163493366
960	0.1162148662
961	0.1160928491
962	0.1160411399
963	0.1159392512
964	0.115855323
965	0.1157078637
966	0.1155419449
967	0.1154360102
968	0.115414847
969	0.1151566856
970	0.1150452781
971	0.1148735479
972	0.1148097406
973	0.1145989552
974	0.1144941036
975	0.1143504775
976	0.1142260281
977	0.1141382008
978	0.1140773176
979	0.1138280618
980	0.113800922
981	0.1137632204
982	0.1136308677
983	0.1135669157
984	0.1133960745
985	0.1131998829
986	0.1131324472
987	0.1130445611
988	0.112832955
989	0.112803947
990	0.1126860996
991	0.1124777194
992	0.1123136146
993	0.1121749312
994	0.1118809846
995	0.11168164
996	0.1114158542
997	0.1112692396
998	0.1110763604
999	0.1109488404
